Unnamed: 0,Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class
95.0,Strain hardened,0.0,0.9868,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,130.0,125.0,7
96.0,Strain hardened,0.0,0.969484742,0.0,0.0,0.0,0.0,0.0,0.0,0.001250625,0.0,0.0,0.0035017509999999,0.0,0.0,0.010505253,0.012506253,0.0,0.0,0.0,0.00150075,0.0,0.0,0.0,0.001250625,0.0,11.25,185.5,157.5,7
97.0,Strain hardened,0.0,0.958719039,0.0,0.0,0.0,0.0,0.0,0.001501126,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.031023267,0.002501876,0.0,0.0,0.0,0.002001501,0.0,0.000750563,0.0,0.001000751,0.0,14.5,232.5,166.0,7
98.0,Strain hardened,0.0,0.958197747,0.0,0.0,0.0,0.0,0.0,0.001251564,0.000500626,0.0,0.0,0.002002503,0.0,0.0,0.027033792,0.0075093869999999,0.0,0.0,0.0,0.001251564,0.0,0.001001252,0.0,0.001251564,0.0,14.05,265.0,205.0,7
99.0,Strain hardened,0.0,0.95623906,0.0,0.0,0.0,0.0,0.0,0.002500625,0.000500125,0.0,0.0,0.0020005,0.0,0.0,0.035008752,0.000500125,0.0,0.0,0.0,0.001250313,0.0,0.00100025,0.0,0.00100025,0.0,13.0,265.0,205.0,7
100.0,Strain hardened,0.0,0.945709282,0.0,0.0,0.0,0.0,0.0,0.000500375,0.000750563,0.0,0.0,0.0017513129999999,0.0,0.0,0.045033775,0.003502627,0.0,0.0,0.0,0.001000751,0.0,0.000500375,0.0,0.001250938,0.0,12.0,317.0,234.0,7
101.0,Strain hardened,0.0,0.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,287.5,145.0,7
102.0,Strain hardened,0.0,0.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,287.5,145.0,7
103.0,Strain hardened,0.0,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,350.0,220.0,7
104.0,Strain hardened,0.0,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,350.0,220.0,7
105.0,Strain hardened,0.0,0.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,427.5,315.0,7
106.0,Strain hardened,0.0,0.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,427.5,315.0,7
107.0,Strain Harderned (Hard),0.0,0.9988,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,125.0,115.0,5
108.0,Strain Harderned (Hard),0.0,0.998749062,0.0,0.0,0.0,0.0,0.0,0.0,0.000250188,0.0,0.0,0.0,0.0,0.0,0.0,0.000250188,0.0,0.0,0.0,0.0,0.0,0.000250188,0.0,0.000500375,0.0,8.0,125.0,115.0,5
109.0,Strain Harderned (Hard),0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,12.0,96.526598,89.63184100000002,5
110.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0069999999999999,0.0,0.0002,0.0,0.0002,0.0,9.0,124.105626,117.210869,5
111.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,160.0,150.0,5
112.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,158.57941100000005,151.684654,5
113.0,Strain Harderned (Hard),0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,170.0,150.0,5
114.0,Strain Harderned (Hard),0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,151.684654,144.789897,5
115.0,Strain Harderned (Hard),0.0,0.9868,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,150.0,145.0,5
116.0,Strain Harderned (Hard),0.0,0.983237428,0.0,0.0,0.0,0.0,0.0,0.000500375,0.001000751,0.0,0.0,0.003502627,0.0,0.0,0.008006005,0.001000751,0.0,0.0,0.0,0.001501126,0.0,0.0,0.0,0.001250938,0.0,11.0,160.0,145.0,5
117.0,Strain Harderned (Hard),0.0,0.978478478,0.0,0.0,0.0,0.0,0.0,0.000500501,0.000500501,0.0,0.0,0.003503504,0.0,0.0,0.001501502,0.0120120119999999,0.0,0.0,0.0,0.0025025029999999,0.0,0.0,0.0,0.001001001,0.0,9.0,155.0,140.0,5
118.0,Strain Harderned (Hard),0.0,0.977988994,0.0,0.0,0.0,0.0,0.0,0.0010005,0.00150075,0.0,0.0,0.0035017509999999,0.0,0.0,0.0050025009999999,0.005502751,0.0,0.0,0.0,0.0030015009999999,0.0,0.00050025,0.0,0.002001001,0.0,2.05,180.0,150.5,5
119.0,Strain Harderned (Hard),0.0,0.968968969,0.0,0.0,0.0,0.0,0.0,0.000750751,0.000750751,0.0,0.0,0.0025025029999999,0.0,0.0,0.020520521,0.0030030029999999,0.0,0.0,0.0,0.002002002,0.0,0.000750751,0.0,0.000750751,0.0,12.0,230.5,190.5,5
120.0,Strain Harderned (Hard),0.0,0.958719039,0.0,0.0,0.0,0.0,0.0,0.001501126,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.031023267,0.002501876,0.0,0.0,0.0,0.002001501,0.0,0.000750563,0.0,0.001000751,0.0,12.0,255.0,189.0,5
121.0,Strain Harderned (Hard),0.0,0.958197747,0.0,0.0,0.0,0.0,0.0,0.001251564,0.000500626,0.0,0.0,0.002002503,0.0,0.0,0.027033792,0.0075093869999999,0.0,0.0,0.0,0.001251564,0.0,0.001001252,0.0,0.001251564,0.0,12.0,290.5,235.0,5
122.0,Strain Harderned (Hard),0.0,0.95623906,0.0,0.0,0.0,0.0,0.0,0.002500625,0.000500125,0.0,0.0,0.0020005,0.0,0.0,0.035008752,0.000500125,0.0,0.0,0.0,0.001250313,0.0,0.00100025,0.0,0.00100025,0.0,12.0,290.5,235.0,5
123.0,Strain Harderned (Hard),0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,400.0,310.0,5
124.0,Strain Harderned (Hard),0.0,0.9988,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,145.0,140.0,5
125.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,180.0,170.0,5
126.0,Strain Harderned (Hard),0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,195.0,170.0,5
127.0,Strain Harderned (Hard),0.0,0.9868,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,175.0,170.0,5
128.0,Strain Harderned (Hard),0.0,0.983237428,0.0,0.0,0.0,0.0,0.0,0.000500375,0.001000751,0.0,0.0,0.003502627,0.0,0.0,0.008006005,0.001000751,0.0,0.0,0.0,0.001501126,0.0,0.0,0.0,0.001250938,0.0,8.0,180.0,165.0,5
129.0,Strain Harderned (Hard),0.0,0.958719039,0.0,0.0,0.0,0.0,0.0,0.001501126,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.031023267,0.002501876,0.0,0.0,0.0,0.002001501,0.0,0.000750563,0.0,0.001000751,0.0,8.5,277.5,212.0,5
130.0,Strain Harderned (Hard),0.0,0.945709282,0.0,0.0,0.0,0.0,0.0,0.000500375,0.000750563,0.0,0.0,0.0017513129999999,0.0,0.0,0.045033775,0.003502627,0.0,0.0,0.0,0.001000751,0.0,0.000500375,0.0,0.001250938,0.0,8.0,339.0,251.5,5
131.0,Strain Harderned (Hard),0.0,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,117.210869,110.31611200000002,5
132.0,Strain Harderned (Hard),0.0,0.999714,0.0,0.0,0.0,0.0,0.0,0.0,6e-05,0.0,0.0,6e-05,0.0,0.0,6e-05,2e-05,0.0,0.0,0.0,6e-05,0.0,2e-05,0.0,6e-06,0.0,5.0,115.0,,5
133.0,Strain Harderned (Hard),0.0,0.9988,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,165.0,150.0,5
134.0,Strain Harderned (Hard),0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0004,0.0,0.0,0.0,5.0,124.105626,117.210869,5
135.0,Strain Harderned (Hard),0.0,0.99769954,0.0,0.0,0.0,0.0,0.0,0.0,0.00015003,0.0,0.0,0.00075015,0.00015003,0.0,0.0,0.00010002,0.0,0.0,0.0,0.00075015,0.0,0.00015003,0.00025005,0.0,0.0,5.0,138.0,50.5,5
136.0,Strain Harderned (Hard),0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,6.0,131.000383,124.105626,5
137.0,Strain Harderned (Hard),0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0002,0.0,0.0002,0.003,0.0003,0.0,5.0,144.789897,117.210869,5
138.0,Strain Harderned (Hard),0.0,0.9922,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.0,0.0,0.0,0.0055,0.0,0.0003,0.0,0.0005,0.0,5.0,145.0,,5
139.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0069999999999999,0.0,0.0002,0.0,0.0002,0.0,5.0,165.474168,151.684654,5
140.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,199.947953,193.053196,5
141.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,200.0,195.0,5
142.0,Strain Harderned (Hard),0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,215.0,195.0,5
143.0,Strain Harderned (Hard),0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,199.947953,186.158439,5
144.0,Strain Harderned (Hard),0.0,0.98725,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.001,0.0,5.0,165.0,,5
145.0,Strain Harderned (Hard),0.0,0.9868,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,200.0,185.0,5
146.0,Strain Harderned (Hard),0.0,0.9845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,241.31649500000003,227.526981,5
147.0,Strain Harderned (Hard),0.0,0.9836,0.0,0.0,0.0,0.0,0.0,0.0005,0.0015,0.0,0.0,0.00575,0.0,0.0,0.0,0.0,0.00695,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,4.0,200.0,,5
148.0,Strain Harderned (Hard),0.0,0.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,199.947953,186.158439,5
149.0,Strain Harderned (Hard),0.0,0.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,250.0,230.0,5
150.0,Strain Harderned (Hard),0.0,0.978478478,0.0,0.0,0.0,0.0,0.0,0.000500501,0.000500501,0.0,0.0,0.003503504,0.0,0.0,0.001501502,0.0120120119999999,0.0,0.0,0.0,0.0025025029999999,0.0,0.0,0.0,0.001001001,0.0,6.05,200.0,180.0,5
151.0,Strain Harderned (Hard),0.0,0.977988994,0.0,0.0,0.0,0.0,0.0,0.0010005,0.00150075,0.0,0.0,0.0035017509999999,0.0,0.0,0.0050025009999999,0.005502751,0.0,0.0,0.0,0.0030015009999999,0.0,0.00050025,0.0,0.002001001,0.0,2.05,225.0,195.0,5
152.0,Strain Harderned (Hard),0.0,0.9745,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.0069999999999999,0.0,0.0,0.008,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0025,0.0,4.0,200.0,,5
153.0,Strain Harderned (Hard),0.0,0.974,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,282.685037,262.000766,5
154.0,Strain Harderned (Hard),0.0,0.97225,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.0,0.0069999999999999,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.001,0.0,4.0,200.0,,5
155.0,Strain Harderned (Hard),0.0,0.968968969,0.0,0.0,0.0,0.0,0.0,0.000750751,0.000750751,0.0,0.0,0.0025025029999999,0.0,0.0,0.020520521,0.0030030029999999,0.0,0.0,0.0,0.002002002,0.0,0.000750751,0.0,0.000750751,0.0,7.0,280.0,240.0,5
156.0,Strain Harderned (Hard),0.0,0.9665,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.0,0.0,0.0069999999999999,0.0,0.0,0.005,0.0055,0.0,0.0,0.0,0.006,0.0,0.001,0.0,0.004,0.0,3.0,215.0,,5
157.0,Strain Harderned (Hard),0.0,0.964,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0069999999999999,0.0,0.0,0.004,0.0125,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0025,0.0,4.0,240.0,,5
158.0,Strain Harderned (Hard),0.0,0.958719039,0.0,0.0,0.0,0.0,0.0,0.001501126,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.031023267,0.002501876,0.0,0.0,0.0,0.002001501,0.0,0.000750563,0.0,0.001000751,0.0,6.0,302.5,238.0,5
159.0,Strain Harderned (Hard),0.0,0.9476,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,435.0,405.0,5
160.0,Strain Harderned (Hard),0.0,0.946,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,434.369691,406.790663,5
161.0,Strain Harderned (Hard),0.0,0.945709282,0.0,0.0,0.0,0.0,0.0,0.000500375,0.000750563,0.0,0.0,0.0017513129999999,0.0,0.0,0.045033775,0.003502627,0.0,0.0,0.0,0.001000751,0.0,0.000500375,0.0,0.001250938,0.0,7.5,352.5,264.5,5
162.0,Strain Harderned (Hard),0.0,0.9075,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.015,0.0625,0.0,0.0,0.0,0.0,4.0,220.63222400000004,206.84271,5
163.0,Strain Harderned (Hard),0.0,0.998749062,0.0,0.0,0.0,0.0,0.0,0.0,0.000250188,0.0,0.0,0.0,0.0,0.0,0.0,0.000250188,0.0,0.0,0.0,0.0,0.0,0.000250188,0.0,0.000500375,0.0,3.0,190.5,180.0,5
164.0,Strain Harderned (Hard),0.0,0.995848547,0.0,0.0,0.0,0.0,0.0,0.0,0.000250088,0.0,0.0,0.0020007,0.0,0.0,0.0,0.000250088,0.0,0.0,0.0,0.001250438,0.0,0.0001500529999999,0.000250088,0.0,0.0,3.0,175.0,165.0,5
165.0,Strain Harderned (Hard),0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0002,0.0,0.0002,0.003,0.0003,0.0,2.5,165.474168,144.789897,5
166.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0069999999999999,0.0,0.0002,0.0,0.0002,0.0,3.0,206.84271,165.474168,5
167.0,Strain Harderned (Hard),0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,248.211252,220.63222400000004,5
168.0,Strain Harderned (Hard),0.0,0.9725,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,330.948336,324.053579,5
169.0,Strain Harderned (Hard),0.0,0.969484742,0.0,0.0,0.0,0.0,0.0,0.0,0.001250625,0.0,0.0,0.0035017509999999,0.0,0.0,0.010505253,0.012506253,0.0,0.0,0.0,0.00150075,0.0,0.0,0.0,0.001250625,0.0,4.0,320.0,256.0,5
170.0,Strain Harderned (Hard),0.0,0.967725794,0.0,0.0,0.0,0.0,0.0,0.002501876,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.025018764,0.000500375,0.0,0.0,0.0,0.001250938,0.0,0.0,0.0,0.000500375,0.0,5.005,310.5,246.0,5
171.0,Strain Harderned (Hard),0.0,0.958719039,0.0,0.0,0.0,0.0,0.0,0.001501126,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.031023267,0.002501876,0.0,0.0,0.0,0.002001501,0.0,0.000750563,0.0,0.001000751,0.0,5.005,340.0,276.5,5
172.0,Strain Harderned (Hard),0.0,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,393.001149,372.316878,5
173.0,Strain Harderned (Hard),0.0,0.9535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.04,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,420.0,395.0,5
174.0,Strain Harderned (Hard),0.0,0.945709282,0.0,0.0,0.0,0.0,0.0,0.000500375,0.000750563,0.0,0.0,0.0017513129999999,0.0,0.0,0.045033775,0.003502627,0.0,0.0,0.0,0.001000751,0.0,0.000500375,0.0,0.001250938,0.0,4.0,421.0,393.0,5
175.0,Strain Harderned (Hard),0.0,0.946,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,448.159205,434.369691,5
176.0,Strain Harderned (Hard),0.0,0.9991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,15.0,160.0,95.0,5
177.0,Strain Harderned (Hard),0.0,0.9385,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,372.316878,282.685037,5
178.0,Strain Harderned (Hard),0.0,0.92825,0.0,0.0,0.0,0.0,0.0,0.00125,0.001,0.0,0.0,0.004,0.0,0.0,0.051,0.0075,0.0,0.0,0.0,0.0025,0.0,0.002,0.0,0.0025,0.0,12.0,370.0,,5
179.0,Strain Harderned (Hard),0.0,0.9973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,158.57941100000005,144.789897,5
180.0,Strain Harderned (Hard),0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,131.000383,110.31611200000002,5
181.0,Strain Harderned (Hard),0.0,0.9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,137.89514,110.31611200000002,5
182.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,158.57941100000005,137.89514,5
183.0,Strain Harderned (Hard),0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,160.0,140.0,5
184.0,Strain Harderned (Hard),0.0,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,158.57941100000005,137.89514,5
185.0,Strain Harderned (Hard),0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,180.0,160.0,5
186.0,Strain Harderned (Hard),0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,186.158439,158.57941100000005,5
187.0,Strain Harderned (Hard),0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,180.0,160.0,5
188.0,Strain Harderned (Hard),0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,179.26368200000005,165.474168,5
189.0,Strain Harderned (Hard),0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,179.26368200000005,158.57941100000005,5
190.0,Strain Harderned (Hard),0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,235.0,170.0,5
191.0,Strain Harderned (Hard),0.0,0.973,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.025,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,234.421738,172.368925,5
192.0,Strain Harderned (Hard),0.0,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.035,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,275.79028,199.947953,5
193.0,Strain Harderned (Hard),0.0,0.947,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,310.0,165.0,5
194.0,Strain Harderned (Hard),0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,13.0,165.474168,144.789897,5
195.0,Strain Harderned (Hard),0.0,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,186.158439,158.57941100000005,5
